Name,Phone Number,Address,Skills,Email,Previous Work Experience,Projects,Education,Licenses and Certifications
Dana Williams,827-756-2965x996,"846 Mcmillan Squares, South Danielton, AZ 50078","Data Governance, Python, Pandas, SPSS, D3.js",lharris@gmail.com,Research Assistant at University of Data; Machine Learning Intern at AI Labs,Sales Forecasting; Real-time Data Pipeline,"M.Sc. in Data Science, 2021; B.Sc. in Mathematics, 2021",Google Data Analytics Certificate
Jennifer Moore,(868)821-7594x4602,"064 Stewart Route, North Leslieberg, IN 33620","Hadoop, SQL, Data Visualization, Google Sheets, SPSS",zachary80@silva.biz,ETL Developer at FlowTech; Junior Analyst at ABC Corp; Freelance Data Consultant; BI Developer at InsightWorks,Sales Forecasting; Real-time Data Pipeline; Customer Segmentation,"B.Sc. in Mathematics, 2019; B.Tech in Information Technology, 2021",AWS Certified Data Analytics – Specialty
Richard Hinton,941-685-2255,"3461 Allen Gateway, Port Deborahshire, WA 99666","Machine Learning, Google Data Studio, Data Cleaning, Python, NumPy",paulbooth@yahoo.com,Data Intern at XYZ Ltd; Freelance Data Consultant; ETL Developer at FlowTech,Real-time Data Pipeline; Social Media Sentiment Analysis; Healthcare Data Analysis,"MBA in Business Analytics, 2015",IBM Data Science Professional Certificate
Kyle Lopez,757-505-6137,"976 Matthew Landing Suite 666, Kellytown, SC 26058","Amazon QuickSight, Data Visualization, Flask, DataRobot, AWS Redshift",thomaswilliam@allen-williamson.com,ETL Developer at FlowTech; Junior Analyst at ABC Corp,Churn Prediction; Sales Forecasting; Credit Risk Modeling,"B.Sc. in Computer Science, 2016",AWS Certified Data Analytics – Specialty; Certified Analytics Professional (CAP)
Joshua Dickson,830.398.6655x82091,"832 Copeland Row Suite 534, Mccormickborough, WY 83878","MATLAB, Deep Learning, SQL, Kibana, R",masondorothy@gmail.com,SQL Developer at DBMasters; ETL Developer at FlowTech; Freelance Data Consultant; BI Developer at InsightWorks,Real-time Data Pipeline; Customer Segmentation; Marketing Campaign Analysis,"M.Sc. in Statistics, 2019; MBA in Business Analytics, 2023",IBM Data Science Professional Certificate; DataCamp Data Scientist; Tableau Desktop Specialist
David Kim,582-917-0256,"82441 Michelle Shoal Apt. 773, Hansonville, MS 07025","NLP, Flask, Spark, MATLAB, Machine Learning",dblack@gomez-hammond.com,BI Developer at InsightWorks; SQL Developer at DBMasters,Marketing Campaign Analysis; Sales Forecasting,"M.Sc. in Data Science, 2023",Udacity Data Analyst Nanodegree
Adam Bishop,535.504.9912,"3234 Dawn Grove, Kimfort, MA 40341","R, Statistics, Google Sheets, Apache Airflow, Hadoop",thomasdavis@brown.com,Data Visualization Specialist at DataViz Ltd; BI Developer at InsightWorks; ETL Developer at FlowTech; Business Analyst at QRS Inc,Real-time Data Pipeline; Sales Forecasting,"M.Tech in Data Analytics, 2017; M.Sc. in Statistics, 2021",Cloudera Certified Associate (CCA) Data Analyst
Anita Brown,+1-364-890-2729x1940,"9276 John Summit Apt. 770, Williamsstad, CO 86196","Pandas, Business Intelligence, Machine Learning, Tableau, Flask",francisco41@nguyen.com,ETL Developer at FlowTech; Business Analyst at QRS Inc,Social Media Sentiment Analysis; Fraud Detection System,"MBA in Business Analytics, 2019; B.Tech in Computer Science, 2017",AWS Certified Data Analytics – Specialty
Jamie Tate,9159923864,"42562 Evans Alley, Saundersstad, MS 43982","MATLAB, Data Modelling, Deep Learning, Python, A/B Testing",hjohnson@hotmail.com,Research Assistant at University of Data; Data Intern at XYZ Ltd; Junior Analyst at ABC Corp; SQL Developer at DBMasters,Real-time Data Pipeline; Churn Prediction; Marketing Campaign Analysis,"B.Tech in Computer Science, 2018; M.Sc. in Data Science, 2020",Cloudera Certified Associate (CCA) Data Analyst
Jasmine Smith,291.407.9273x7925,"28777 Santos Glen Suite 445, South Derrick, MO 37597","Deep Learning, NumPy, Matplotlib, A/B Testing, Snowflake",teresaparks@black-gonzales.com,Research Assistant at University of Data; ETL Developer at FlowTech; BI Developer at InsightWorks,Marketing Campaign Analysis; Credit Risk Modeling; Customer Segmentation,"M.Sc. in Data Science, 2015; B.Tech in Computer Science, 2016",SAS Certified Data Scientist; Certified Analytics Professional (CAP); IBM Data Science Professional Certificate
Michelle White,+1-829-187-6666,"1029 Dickson Manor, Barnesberg, KY 89974","NumPy, Data Wrangling, Google Sheets, Looker, Time Series Analysis",lewiskatie@blair-davis.com,Junior Analyst at ABC Corp; Machine Learning Intern at AI Labs,E-commerce Dashboard; Social Media Sentiment Analysis; Churn Prediction,"B.Sc. in Statistics, 2015",Google Data Analytics Certificate; Tableau Desktop Specialist; Certified Analytics Professional (CAP)
Alan Lynch,(708)496-2696x3589,"7913 Jason Freeway, Aguilarton, MA 18627","Data Governance, NLP, ETL, Keras, Google Data Studio",henrymiller@hotmail.com,ETL Developer at FlowTech; SQL Developer at DBMasters,Sales Forecasting; Credit Risk Modeling; Real-time Data Pipeline,"M.Sc. in Data Science, 2015; B.Tech in Computer Science, 2019",Certified Analytics Professional (CAP)
Ricardo Walker,001-090-454-0268,"1166 Edward Club Apt. 533, South Lisaview, PA 61817","Power BI, Business Intelligence, Snowflake, Data Cleaning, NoSQL",teresa47@hotmail.com,Machine Learning Intern at AI Labs; SQL Developer at DBMasters; ETL Developer at FlowTech; Business Analyst at QRS Inc,Marketing Campaign Analysis; Customer Segmentation; Sales Forecasting,"B.Tech in Information Technology, 2016",AWS Certified Data Analytics – Specialty
Thomas Davis,001-136-094-0199x0968,"814 Walton Village Apt. 608, West Brenda, VA 46453","Power BI, Google Data Studio, Snowflake, Qlik, ETL",denisehaas@martin.com,Junior Analyst at ABC Corp; Data Intern at XYZ Ltd; SQL Developer at DBMasters; BI Developer at InsightWorks,Real-time Data Pipeline; Fraud Detection System; Customer Segmentation,"B.Sc. in Mathematics, 2020",IBM Data Science Professional Certificate; Certified Analytics Professional (CAP); AWS Certified Data Analytics – Specialty
Karen Moore,001-268-671-8218x23788,"9725 Joseph Lodge, South Benjamin, VT 85052","TensorFlow, Spark, Apache Airflow, Data Cleaning, SQL",alyssageorge@ramos.com,SQL Developer at DBMasters; Machine Learning Intern at AI Labs; Business Analyst at QRS Inc,Sales Forecasting; Fraud Detection System; Marketing Campaign Analysis,"B.Sc. in Statistics, 2021; M.Tech in Data Analytics, 2022",Cloudera Certified Associate (CCA) Data Analyst
Charles Ramsey,001-146-774-3196x47752,"58688 Taylor Stravenue, Jenkinshaven, TN 00694","Data Governance, Google Analytics, Data Mining, DataRobot, Machine Learning",dawn77@little.org,BI Developer at InsightWorks; SQL Developer at DBMasters; Freelance Data Consultant; Research Assistant at University of Data,Marketing Campaign Analysis; Sales Forecasting,"B.Sc. in Computer Science, 2022",SAS Certified Data Scientist; Google Data Analytics Certificate
Bradley Bond,(240)312-0738x5795,"4675 Reynolds Run, Marksville, HI 41080","RapidMiner, Data Governance, Keras, Time Series Analysis, TensorFlow",amanda91@stephens-lin.biz,Business Analyst at QRS Inc; Junior Analyst at ABC Corp,Real-time Data Pipeline; Customer Segmentation,"B.Tech in Information Technology, 2016",DataCamp Data Scientist; Cloudera Certified Associate (CCA) Data Analyst
Mario Cox,001-526-909-3579x47775,"82290 Ann Brooks, Rebeccahaven, ME 34530","Seaborn, Hadoop, NLP, Time Series Analysis, Google Sheets",mike70@hotmail.com,ETL Developer at FlowTech; SQL Developer at DBMasters; BI Developer at InsightWorks,E-commerce Dashboard; Credit Risk Modeling; Marketing Campaign Analysis,"M.Sc. in Statistics, 2019; MBA in Business Analytics, 2018",IBM Data Science Professional Certificate; Google Data Analytics Certificate
Rebecca Marks,(794)817-8192x4760,"65259 Stacey Hills Suite 559, Mariaview, OR 80807","Dash, Matplotlib, Seaborn, A/B Testing, NLP",carterjuan@gmail.com,Business Analyst at QRS Inc; Junior Analyst at ABC Corp; Machine Learning Intern at AI Labs; Freelance Data Consultant,Churn Prediction; Real-time Data Pipeline,"B.Tech in Computer Science, 2017",Cloudera Certified Associate (CCA) Data Analyst; SAS Certified Data Scientist
Jessica Holder,+1-772-133-2455,"USNS Tanner, FPO AP 07772","NoSQL, Pandas, MATLAB, Kibana, SQL",keithdonald@allen-bryant.com,Machine Learning Intern at AI Labs; Business Analyst at QRS Inc,Churn Prediction; Customer Segmentation; Sales Forecasting,"B.Tech in Computer Science, 2015",DataCamp Data Scientist; Microsoft Certified: Data Analyst Associate; Udacity Data Analyst Nanodegree
Raymond Richardson,844-327-1156x9634,"9799 Hubbard Villages Apt. 181, Bryanberg, AL 43744","Hadoop, Google Sheets, Tableau, Spark, SQL",michaelpeterson@hotmail.com,SQL Developer at DBMasters; Research Assistant at University of Data; Machine Learning Intern at AI Labs; ETL Developer at FlowTech,Healthcare Data Analysis; Social Media Sentiment Analysis,"M.Sc. in Data Science, 2017",Certified Analytics Professional (CAP)
Justin Smith,915.036.7640x112,"20324 Jackson Fort, East Chelsea, KY 93701","NumPy, Matplotlib, Google Analytics, Kibana, Flask",zrobbins@yahoo.com,BI Developer at InsightWorks; Freelance Data Consultant; Research Assistant at University of Data; SQL Developer at DBMasters,Churn Prediction; E-commerce Dashboard; Real-time Data Pipeline,"M.Sc. in Statistics, 2023; B.Tech in Information Technology, 2015",Google Data Analytics Certificate
Marc Curtis,001-040-578-8805x015,"25401 Wayne Springs, Jasonfort, SD 17785","Spark, ETL, Looker, Google Sheets, A/B Testing",susanwalker@yahoo.com,Business Analyst at QRS Inc; ETL Developer at FlowTech; SQL Developer at DBMasters,Customer Segmentation; Credit Risk Modeling,"B.Sc. in Computer Science, 2019",Certified Analytics Professional (CAP); DataCamp Data Scientist; Tableau Desktop Specialist
Christina Goodwin,384-121-4685,"13723 Melissa Shoals Suite 630, South Frank, PA 65611","R, Dash, AWS Redshift, RapidMiner, Google Analytics",nelsonamy@johnson.com,Research Assistant at University of Data; Machine Learning Intern at AI Labs; ETL Developer at FlowTech,Marketing Campaign Analysis; Credit Risk Modeling; Customer Segmentation,"B.Tech in Computer Science, 2017; B.Sc. in Computer Science, 2023",Google Data Analytics Certificate
Beverly Pena,929-339-9428x5671,"67646 Gary Island Suite 492, South Elizabethbury, IA 55164","Tableau, Statistics, DataRobot, Data Modelling, Snowflake",linda79@matthews-howell.com,Junior Analyst at ABC Corp; ETL Developer at FlowTech,Credit Risk Modeling; Real-time Data Pipeline; Churn Prediction,"M.Sc. in Data Science, 2018; B.Sc. in Mathematics, 2015",Udacity Data Analyst Nanodegree; SAS Certified Data Scientist
Kimberly Ford,1471811973,"67312 Kristi Ranch, Andreashire, WI 12807","Excel, A/B Testing, Google Data Studio, NLP, D3.js",drodriguez@brady.info,Freelance Data Consultant; ETL Developer at FlowTech; Data Visualization Specialist at DataViz Ltd; Junior Analyst at ABC Corp,E-commerce Dashboard; Real-time Data Pipeline,"B.Sc. in Mathematics, 2022; B.Sc. in Computer Science, 2016",Cloudera Certified Associate (CCA) Data Analyst; Microsoft Certified: Data Analyst Associate; DataCamp Data Scientist
William Woods,(146)315-6604,"67805 Lisa Unions, Brandonstad, FL 77363","Looker, Google Analytics, Data Modelling, Flask, R",williamsalexis@lynch.biz,Freelance Data Consultant; SQL Developer at DBMasters; Business Analyst at QRS Inc; BI Developer at InsightWorks,Social Media Sentiment Analysis; Sales Forecasting,"B.Tech in Computer Science, 2015; MBA in Business Analytics, 2023",Google Data Analytics Certificate; Tableau Desktop Specialist
Loretta Murphy,+1-592-608-2215x712,"333 Vargas Estate Suite 836, South Stephen, KS 43634","ETL, TensorFlow, Qlik, Data Modelling, BigQuery",kingmonica@boyd.net,Freelance Data Consultant; ETL Developer at FlowTech,E-commerce Dashboard; Real-time Data Pipeline; Social Media Sentiment Analysis,"MBA in Business Analytics, 2016; B.Tech in Information Technology, 2016",SAS Certified Data Scientist; IBM Data Science Professional Certificate
Billy Strickland,(740)940-0952x751,"68979 Gregory Rapid, Johnsonhaven, DE 81803","Time Series Analysis, Amazon QuickSight, BigQuery, Power BI, Data Visualization",joshua39@hotmail.com,Freelance Data Consultant; SQL Developer at DBMasters; Data Intern at XYZ Ltd; Research Assistant at University of Data,Customer Segmentation; Fraud Detection System,"B.Tech in Information Technology, 2021",Certified Analytics Professional (CAP); SAS Certified Data Scientist; DataCamp Data Scientist
Joshua Martinez,001-362-128-4545x340,"2561 Flores Knolls Suite 520, West Carolineborough, MS 90608","Kibana, NLP, Keras, Python, A/B Testing",fischerangela@cain-williams.com,Machine Learning Intern at AI Labs; Freelance Data Consultant; Junior Analyst at ABC Corp,Healthcare Data Analysis; Churn Prediction; Social Media Sentiment Analysis,"B.Tech in Information Technology, 2015",Tableau Desktop Specialist; AWS Certified Data Analytics – Specialty; Microsoft Certified: Data Analyst Associate
Don Powers,099.610.3054,"79042 Robles Shoals, Parksmouth, MN 87472","R, Tableau, DataRobot, Matplotlib, MATLAB",brenda20@gmail.com,Machine Learning Intern at AI Labs; SQL Developer at DBMasters,Social Media Sentiment Analysis; Marketing Campaign Analysis; Churn Prediction,"M.Sc. in Data Science, 2022",Cloudera Certified Associate (CCA) Data Analyst
Scott Brady MD,676-923-7846x0092,"980 Taylor Field Suite 044, South Summer, SC 66445","Data Modelling, Data Mining, DataRobot, Kibana, NoSQL",tylerbrown@yahoo.com,Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd; ETL Developer at FlowTech,Marketing Campaign Analysis; Fraud Detection System; Real-time Data Pipeline,"B.Sc. in Computer Science, 2022",Google Data Analytics Certificate; Certified Analytics Professional (CAP); DataCamp Data Scientist
Ronald Hogan,1376390835,"23126 Wells Motorway, Amandamouth, VA 42549","Flask, SAS, A/B Testing, Spark, TensorFlow",clayton23@yahoo.com,Machine Learning Intern at AI Labs; Data Intern at XYZ Ltd,Sales Forecasting; Social Media Sentiment Analysis; Healthcare Data Analysis,"B.Tech in Information Technology, 2019; B.Tech in Information Technology, 2016",IBM Data Science Professional Certificate
Robert Jones,832.655.6040x8436,"7984 Duncan Isle Apt. 896, Markhaven, RI 80133","Data Wrangling, TensorFlow, RapidMiner, Data Visualization, Time Series Analysis",lstewart@gmail.com,Data Visualization Specialist at DataViz Ltd; SQL Developer at DBMasters; Business Analyst at QRS Inc,E-commerce Dashboard; Credit Risk Modeling,"B.Sc. in Mathematics, 2021",IBM Data Science Professional Certificate; SAS Certified Data Scientist; DataCamp Data Scientist
Amanda Harris,+1-046-826-6553x3147,"082 Erika Ports, Lake Steven, GA 20810","D3.js, BigQuery, MATLAB, Looker, Data Modelling",ebarnett@beard.biz,Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd,Marketing Campaign Analysis; E-commerce Dashboard; Healthcare Data Analysis,"M.Sc. in Data Science, 2020; B.Tech in Computer Science, 2020",Udacity Data Analyst Nanodegree; SAS Certified Data Scientist
Stephanie Snow PhD,(250)615-2646x8831,"09474 Stephen Trail Suite 210, East Erik, IN 15135","Deep Learning, Matplotlib, R, SAS, Business Intelligence",odiaz@yahoo.com,Business Analyst at QRS Inc; Data Visualization Specialist at DataViz Ltd; Data Intern at XYZ Ltd,E-commerce Dashboard; Customer Segmentation,"B.Tech in Computer Science, 2022; B.Sc. in Statistics, 2021",Google Data Analytics Certificate
Sandra Jones,587.337.3990x49179,"PSC 6504, Box 0988, APO AE 96316","Spark, Python, RapidMiner, Google Data Studio, Apache Airflow",lisabutler@hotmail.com,Freelance Data Consultant; Business Analyst at QRS Inc; Machine Learning Intern at AI Labs,Fraud Detection System; E-commerce Dashboard; Real-time Data Pipeline,"MBA in Business Analytics, 2022",SAS Certified Data Scientist; Certified Analytics Professional (CAP); Google Data Analytics Certificate
Kyle Olson,579.621.8694x624,"27470 Edward Tunnel Suite 686, Josephmouth, IL 28077","Tableau, Data Modelling, Apache Airflow, Power BI, Flask",ebell@hotmail.com,BI Developer at InsightWorks; Data Visualization Specialist at DataViz Ltd; Data Intern at XYZ Ltd,Credit Risk Modeling; Marketing Campaign Analysis,"B.Sc. in Computer Science, 2023; B.Sc. in Computer Science, 2018",Tableau Desktop Specialist; Cloudera Certified Associate (CCA) Data Analyst
Sandra Harris,+1-613-509-5893x057,"5095 Hodges Streets Suite 302, North Virginiachester, FL 31837","Dash, Keras, Pandas, Kibana, Business Intelligence",gary15@johnson.com,SQL Developer at DBMasters; Freelance Data Consultant; Research Assistant at University of Data; Junior Analyst at ABC Corp,Real-time Data Pipeline; Churn Prediction; Social Media Sentiment Analysis,"B.Sc. in Computer Science, 2017; M.Sc. in Data Science, 2018",SAS Certified Data Scientist; DataCamp Data Scientist
